기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
에이아이에이생명보험,455,240,D,"생명보험업 기업, 기타법인, 서울특별시 중구 소재, 2025년 매출 약 1.4조원, 직원 0명.",생명보험업,기타법인,"서울특별시 중구 통일로2길 16 (순화동, AIATower(에이아이에이타워))",0,"14,185.90",136.1,120,130,100,100,121.5,117.2,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.aia.co.kr/,https://www.aia.co.kr/ko/company-introduction/esg/csr.html,https://csrhub.chest.or.kr/contributors/private/455,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.aia.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
엘에스엠트론,184,241,B,"기타 기계 및 장비 제조업 기업, 기타법인, 경기도 안양시 소재, 2025년 매출 약 1.1조원, 직원 2,696명.",기타 기계 및 장비 제조업,기타법인,경기도 안양시 동안구 엘에스로 127,"2,696","11,177.10",113,149,89.5,134.5,88.4,121.5,114.9,4,기초생계지원(2) / 주거안전지원(2) / 교육자립지원(1),한베가정을 위한 LS드림센터 지원사업 / 안성시 복지소외계층을 위한 지원사업 “LS그룹과 함께하는 온기나눔 김장가득” / LS엠트론과 함께하는 아동 문화지역자원연계 프로그램,7,1,14.30%,교육격차·취약계층,한베가정을 위한 LS드림센터 지원사업,"교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.lsmtron.co.kr/,https://www.lsmtron.com/kr/ko/sustainability/esg,https://csrhub.chest.or.kr/contributors/private/184,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.lsmtron.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
제일건설,1094,242,D,"아파트 건설업 기업, 기타법인, 광주광역시 동구 소재, 직원 0명.",아파트 건설업,기타법인,광주광역시 동구 천변우로 339 (수기동) 1805호,0,,42.7,400.6,0.6,27.4,0,117.8,94.2,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.e-jeil.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1094,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.e-jeil.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
금호석유화학,63,243,D,"기초 화학물질 제조업 기업, 유가증권시장, 서울특별시 중구 소재, 2025년 매출 약 6.9조원, 직원 1,606명.",기초 화학물질 제조업,유가증권시장,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워)","1,606","69,151.50",94.3,132.4,168.8,73.6,46.2,117.3,103.1,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.kkpc.com/,https://www.kkpc.com/kor/winwin/esg/sustainabilityList/,https://csrhub.chest.or.kr/contributors/private/63,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.kkpc.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
엘앤에프,58,244,D,"축전지 제조업 기업, 유가증권시장, 대구광역시 달서구 소재, 2025년 매출 약 2.2조원, 직원 1,924명.",축전지 제조업,유가증권시장,대구광역시 달서구 이곡동로 11,"1,924","21,549.40",132,130.6,101.4,101.4,0,116.4,93.1,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.landf.co.kr/,https://www.landf.co.kr/oper/esg2.html,https://csrhub.chest.or.kr/contributors/private/58,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.landf.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에스케이지오센트릭,1008,245,D,"석유화학계 기초 화학 물질 제조업 기업, 기타법인, 서울특별시 종로구 소재, 2025년 매출 약 11.5조원, 직원 1,145명.",석유화학계 기초 화학 물질 제조업,기타법인,"서울특별시 종로구 종로 51 (종로2가, 종로타워)","1,145","115,013.80",76.3,177,129.2,79.4,76.2,115.5,107.6,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.skgeocentric.com/,,https://csrhub.chest.or.kr/contributors/private/1008,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.skgeocentric.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
롯데지알에스,174,246,A,"상품 중개업 기업, 기타법인, 서울특별시 송파구 소재, 2025년 매출 약 1.1조원, 직원 0명.",상품 중개업,기타법인,"서울특별시 송파구 백제고분로 217 (삼전동, LOTTEGRS79SQUARE)",0,"10,646.90",0,130,100,230.2,200,115.1,132,3,주거안전지원(2) / 교육자립지원(1) / 문화정보격차해소(1),아동 놀이 환경 개선을 위한 놀이공간 조성 사업: mom편한 놀이터 / 저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방',5,3,60.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방' / 사회문제 해결을 위한 ESG 기반 대학생 봉사활동 지원사업 ""밸유 for ESG""","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 17개 기업에 공통 표시됨(그룹 사업 가능성),http://www.lottegrs.com/,https://www.lottegrs.com/download/SustainabilityReport_202408.pdf,https://csrhub.chest.or.kr/contributors/private/174,"우선: 롯데재단 이메일 scholarship@lotte.net / https://www.lottefoundation.or.kr/ | 접근: 청소년·교육·장학형은 재단 메일, 유통·지역사업은 해당 계열사 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.lottegrs.com/"
코오롱글로벌,99,247,B,"도로 건설업 기업, 유가증권시장, 경기도 과천시 소재, 2025년 매출 약 2.7조원, 직원 3,273명.",도로 건설업,유가증권시장,경기도 과천시 코오롱로 11 코오롱타워,"3,273","26,844.30",280,100,80,0,40,115,100,3,교육자립지원(1) / 주거안전지원(1),아동 놀 권리 회복을 위한 '놀이터를 지켜라' 캠페인 : 도시놀이환경개선사업 / 지역아동센터 지원 Hello Dream ‘Eco Science Class’,2,1,50.00%,청소년·청년 교육,지역아동센터 지원 Hello Dream ‘Eco Science Class’,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 6개 기업에 공통 표시됨(그룹 사업 가능성),http://www.kolonglobal.com/,https://www.kolonglobal.com/esg/esg01/,https://csrhub.chest.or.kr/contributors/private/99,"우선: 해당 계열사 공식 홈페이지·대표문의 | 접근: 교육·장학형 사업은 코오롱 그룹 공익재단 주관 여부를 먼저 확인하고, 대표전화에서 사회공헌 담당 연결 요청(공개 직통 미확인) | 기업 홈페이지: http://www.kolonglobal.com/"
유진기업,1121,248,D,"레미콘 제조업 기업, 코스닥시장, 경기도 부천시 소재, 2025년 매출 약 1.3조원, 직원 644명.",레미콘 제조업,코스닥시장,경기도 부천시 오정구 석천로 457,644,"13,326.90",132,152,82.1,92,0,114.5,91.6,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.eugenes.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1121,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.eugenes.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한국드라이베아링,301,249,D,"기어 및 동력전달장치 제조업 기업, 기타법인, 충청북도 옥천군 소재, 직원 0명.",기어 및 동력전달장치 제조업,기타법인,충청북도 옥천군 옥천읍 동안리 163-12,0,,100.5,115.5,128,112.5,16,114.1,94.5,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.kdbsite.com/,,https://csrhub.chest.or.kr/contributors/private/301,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.kdbsite.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
도이치모터스,983,250,D,"자동차 판매업 기업, 코스닥시장, 서울특별시 성동구 소재, 2025년 매출 약 2.5조원, 직원 1,351명.",자동차 판매업,코스닥시장,서울특별시 성동구 동일로 111 (성수동 2가),"1,351","25,491.00",120,120,150,65,0,113.8,91,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.deutschmotors.com/,,https://csrhub.chest.or.kr/contributors/private/983,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.deutschmotors.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에코프로이엠,411,251,C,"축전지 제조업 기업, 기타법인, 경상북도 포항시 소재, 2025년 매출 약 1.5조원, 직원 0명.",축전지 제조업,기타법인,경상북도 포항시 북구 흥해읍 영일만산단로 110 (곡강리),0,"15,267.80",5.2,167.9,119.5,157.6,0,112.5,90,3,주거안전지원(2),에코프로 『지역아동센터 DIY 원목 책걸상 나눔』 / 2024년도 일시기관지정기탁 사업(에코프로_매칭그랜트) 「포항 행복마을 27호」,2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,https://www.ecopro.co.kr/sub0311,https://csrhub.chest.or.kr/contributors/private/411,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
케이비부동산신탁,204,252,B,"그 외 기타 분류 안된 금융업 기업, 기타법인, 서울특별시 강남구 소재, 직원 0명.",그 외 기타 분류 안된 금융업,기타법인,서울특별시 강남구 테헤란로 129 (역삼동) 22~25층,0,,165.5,270,4.2,3.4,0,110.8,88.6,2,사회적돌봄강화(1) / 심리정서지원(1),"함께하는 겨울, 따뜻한 마음(명진들꽃사랑마을 가족과 봉사자와의 관계 형성 강화를 위한 겨울 캠프) / 가족돌봄청년의 가족돌봄에 따른 기회비용 보장 지원 사업 ""We 기회로!"" (위기를 기회로!)",2,1,50.00%,청소년·청년 교육,"함께하는 겨울, 따뜻한 마음(명진들꽃사랑마을 가족과 봉사자와의 관계 형성 강화를 위한 겨울 캠프)","청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.kbret.co.kr/,https://kbret.co.kr/irpr/social,https://csrhub.chest.or.kr/contributors/private/204,우선: KB금융공익재단 02-755-2242~3 / 02-2073-5773 / https://kbfoundation.or.kr/introduce/map.do | 접근: 교육·금융교육·자립지원 제안은 재단 문의 후 계열사 연결 요청 | 기업 홈페이지: http://www.kbret.co.kr/
(주)상미당홀딩스,1124,253,D,"업종 미공개 기업, 경기도 소재, 직원 0명.",미공개,미공개,경기도,0,,3.2,2.5,186.5,244.4,0,109.1,87.3,2,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,,https://csrhub.chest.or.kr/contributors/private/1124,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
하이퍼스물류센타,422,254,D,"사무용 가구 및 기기 도매업 기업, 기타법인, 인천광역시 서구 소재.",사무용 가구 및 기기 도매업,기타법인,인천광역시 서구 원당대로 227-6 (오류동),,,30,30,370.5,0,0,107.6,86.1,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hifus.com/,https://www.hifus.com/?ca=board&page=list&auto_id=3,https://csrhub.chest.or.kr/contributors/private/422,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hifus.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
우진전기,303,255,D,"변압기 제조업 기업, 기타법인, 충청북도 옥천군 소재, 직원 0명.",변압기 제조업,기타법인,충청북도 옥천군 옥천읍 구일리 832,0,,30,150,100,150,0,107.5,86,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://amcore.co.kr/,,https://csrhub.chest.or.kr/contributors/private/303,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://amcore.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
현대엔지니어링,1030,256,D,"건물 및 토목 엔지니어링 서비스업 기업, 기타법인, 서울특별시 종로구 소재, 2025년 매출 약 13.9조원, 직원 6,770명.",건물 및 토목 엔지니어링 서비스업,기타법인,서울특별시 종로구 율곡로 75,"6,770","138,965.00",5.5,102.6,157.3,160.1,0,106.4,85.1,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hec.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1030,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hec.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
희성전자,333,257,D,"액정 표시장치 제조업 기업, 기타법인, 서울특별시 용산구 소재, 2025년 매출 약 1,107억원, 직원 0명.",액정 표시장치 제조업,기타법인,"서울특별시 용산구 한남대로 45 (한남동, GS칼텍스주유소) 2층 희성전자",0,"1,107.40",100,100,100,120,0,105,84,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,http://www.hselec.co.kr/kr/reforms/sustainable.asp?menu_img=company_new_2021,https://csrhub.chest.or.kr/contributors/private/333,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
남화산업,397,258,C,"골프장 운영업 기업, 코스닥시장, 전라남도 무안군 소재, 2025년 매출 약 168억원, 직원 45명.",골프장 운영업,코스닥시장,전라남도 무안군 청계면 서호로 162,45,167.7,104.5,104.5,104.5,104.5,0,104.5,83.6,4,기초생계지원(1) / 소통과참여확대(1),"지역 주민에게 복지관의 사랑을 나누는 행복 마차사업(복지관의 사랑을 싣고) / 자활근로 참여자의 자활서비스 활성화를 위한 차량지원사업(부제 : 우연카 ""우리들의 연결고리! 행목 카(Car))",2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.muangc.co.kr/,,https://csrhub.chest.or.kr/contributors/private/397,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.muangc.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
참고을,368,259,B,"장류 제조업 기업, 기타법인, 전라북도 김제시 소재, 직원 0명.",장류 제조업,기타법인,전라북도 김제시 순동 960 제2블럭,0,,101.2,101.2,101.2,114,0,104.4,83.5,4,보건의료지원(1) / 소통과참여확대(1),화재예방 및 안전협력 구축을 통한 안전한 김제만들기 「위험 Zero-김제」 / 자원봉사자들의 지속적 활동을 위한 역량강화 & 사기진작 사업,2,1,50.00%,진로·취업·자립,자원봉사자들의 지속적 활동을 위한 역량강화 & 사기진작 사업,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리",개별 귀속 여부는 원문 기준,,,https://csrhub.chest.or.kr/contributors/private/368,기본: 공식 홈페이지로 등록된 http://www.chamgoeul.com | 접근: 홈페이지·대표문의에서 사회공헌/지역상생 담당 연결 요청; 공개 직통 연락처는 미확인
GS에너지,842,260,B,"지주회사 기업, 기타법인, 서울특별시 강남구 소재, 2025년 매출 약 5.9조원, 직원 192명.",지주회사,기타법인,서울특별시 강남구 논현로 508 GS타워,192,"59,407.00",100,310,0,0,0,102.5,82,2,심리정서지원(2) / 교육자립지원(1) / 기초생계지원(1),초기 청소년의 사회성 증진을 중심으로 한 심리정서지원사업 '마음톡톡' / 희망풍차 위기가정 긴급지원 / GS EPS(주) 민관 협업을 통한 지역사회 맞춤형 사회공헌(24년 1차),5,1,20.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,다문화 청소년 창의인재 양성 지원 『에너지 플러스』,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 5개 기업에 공통 표시됨(그룹 사업 가능성),http://www.gsenergy.co.kr/,https://www.gsenergy.co.kr/esg_management/sustainability_report.php,https://csrhub.chest.or.kr/contributors/private/842,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.gsenergy.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한국해상풍력,380,261,C,"발전업 기업, 기타법인, 전북특별자치도 부안군 소재, 2025년 매출 약 436억원, 직원 0명.",발전업,기타법인,"전북특별자치도 부안군 부안읍 석정로 179 3층 (선은리, KT부안지사)",0,435.6,262.6,20,56.9,65.9,40,101.4,89.1,1,기초생계지원(1),전북지역 취약계층 식료품 지원사업,1,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,,https://csrhub.chest.or.kr/contributors/private/380,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
티알엔,1288,262,D,"그 외 기타 분류 안된 사업 지원 서비스업 기업, 기타법인, 서울특별시 중구 소재, 2025년 매출 약 1,780억원, 직원 0명.",그 외 기타 분류 안된 사업 지원 서비스업,기타법인,서울특별시 중구 동호로 310 태광산업 별관,0,"1,779.70",133.5,100.9,130.5,40,0,101.2,81,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.trncompany.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1288,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.trncompany.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
엘앤피코스메틱,453,263,D,"화장품 및 화장용품 도매업 기업, 기타법인, 서울특별시 강서구 소재, 2025년 매출 약 3,234억원, 직원 0명.",화장품 및 화장용품 도매업,기타법인,"서울특별시 강서구 강서로 466 지층 비101호(등촌동, 우리벤처타운)",0,"3,234.50",47.1,112.7,93,152.1,7,101.2,82.4,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,,https://csrhub.chest.or.kr/contributors/private/453,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
휴온스,1477,264,D,"의약품 제조업 기업, 코스닥시장, 경기도 성남시 소재, 2025년 매출 약 6,208억원, 직원 1,087명.",의약품 제조업,코스닥시장,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 8층,"1,087","6,207.70",62,12,217,112.9,2,101,81.2,2,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.huons.com/,,https://csrhub.chest.or.kr/contributors/private/1477,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.huons.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
세아창원특수강,260,265,A,"철강선 제조업 기업, 기타법인, 경상남도 창원시 소재, 2025년 매출 약 1.5조원, 직원 1,196명.",철강선 제조업,기타법인,경상남도 창원시 성산구 적현로 147,"1,196","15,219.60",100,103,50,150,0,100.8,80.6,3,교육자립지원(3) / 주거안전지원(1),학대피해아동 원가정 기능 회복을 위한 주거환경개선사업 '우리가족 울타리이음' / 아동청소년의 자기주도적 미래설계를 위한 법교육 및 진로교육 / 자립준비청년 및 청년의 취업역량 강화를 위한 일 경험(인턴십) 프로그램 : '아름다운 함께서기',4,3,75.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,아동청소년의 자기주도적 미래설계를 위한 법교육 및 진로교육 / 자립준비청년 및 청년의 취업역량 강화를 위한 일 경험(인턴십) 프로그램 : '아름다운 함께서기' / 북한이탈여성청년들의 자립기반형성프로젝트_'서로잇다'_함께 책 한잔 어때요?,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 7개 기업에 공통 표시됨(그룹 사업 가능성),https://www.seahcss.co.kr/,https://www.seahcss.co.kr/about/sustainability/esg.asp,https://csrhub.chest.or.kr/contributors/private/260,우선: 세아해암학술장학재단 02-6970-0171 / hwangeun.choi@seah.co.kr / https://haiam.seah.co.kr/pages/?p=6 | 효과적 경로: 홈페이지 카카오톡 1:1상담(재단은 전화상담이 어렵다고 안내) | 기업 홈페이지: https://www.seahcss.co.kr/
엔에스쇼핑,287,266,D,"기타 통신 판매업 기업, 기타법인, 경기도 성남시 소재, 2025년 매출 약 6,121억원, 직원 0명.",기타 통신 판매업,기타법인,경기도 성남시 분당구 판교로228번길 15 판교세븐벤처밸리1단지 NS홈쇼핑동,0,"6,120.80",98.8,103.2,103.7,96,7.2,100.4,81.8,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://pr.nsmall.com/,http://pr.nsmall.com/manage/contribution.do,https://csrhub.chest.or.kr/contributors/private/287,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://pr.nsmall.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
포스코스틸리온,141,267,A,"기타 1차 철강 제조업 기업, 유가증권시장, 경상북도 포항시 소재, 2025년 매출 약 1.1조원, 직원 418명.",기타 1차 철강 제조업,유가증권시장,경상북도 포항시 남구 철강로 173 포스코강판주식회사,418,"11,254.40",100,100,100,101,0,100.3,80.2,4,주거안전지원(2) / 교육자립지원(1),미얀마 짜웅수 마을 초등학교 건립 지원사업 / 취약계층 아동 주거환경개선사업 [Color the Dream] / 아동양육시설의 교육환경 개선사업,3,2,66.70%,교육격차·취약계층 / 청소년·청년 교육 / 환경·안전·문화 교육,미얀마 짜웅수 마을 초등학교 건립 지원사업 / 아동양육시설의 교육환경 개선사업,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산 / 주제형 교육 콘텐츠 개발, 강사·체험 운영, 성과측정",개별 귀속 여부는 원문 기준,http://www.poscocnc.com/,https://www.poscosteeleon.com/kr/esg/report.do?PAGE_SEQ=10153,https://csrhub.chest.or.kr/contributors/private/141,우선: 포스코1%나눔재단 02-3457-1002 / nanum@poscofoundation.org / https://www.poscofoundation.org/front/consortium/location.do | 접근: 재단 메일·전화로 교육사업 제안 후 사업 귀속 계열사 확인 | 기업 홈페이지: http://www.poscocnc.com/
동원테크,325,268,D,"자동차 및 트레일러 제조업 기업, 기타법인, 경상남도 김해시 소재, 직원 0명.",자동차 및 트레일러 제조업,기타법인,경상남도 김해시 진례면 고모리 1045번지,0,,100,100,100,100,0,100,80,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://dongwontech.com/,,https://csrhub.chest.or.kr/contributors/private/325,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://dongwontech.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
삼양홀딩스,262,268,B,"지주회사 기업, 유가증권시장, 서울특별시 종로구 소재, 2025년 매출 약 3.3조원, 직원 145명.",지주회사,유가증권시장,서울특별시 종로구 종로33길 31,145,"33,482.90",100,100,100,100,0,100,80,4,교육자립지원(1) / 기초생계지원(1) / 주거안전지원(1),취약계층 사랑의 밑반찬 나눔사업 / 학교부적응 청소년의 대안교육 지원사업 / 한부모가족 공동생활가정형 주거지원사업,3,1,33.30%,청소년·청년 교육,학교부적응 청소년의 대안교육 지원사업,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.samyang.com/,https://www.samyang.com/kr/esg/report,https://csrhub.chest.or.kr/contributors/private/262,기본: 02-740-7114 / https://www.samyang.com/kr/index | 접근: 대표전화에서 ESG·사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.samyang.com/
